IMEI,total_duration,dropoff_datetime,pickup_datetime,user_on_booking_lat_long,user_on_dropoff_lat_long
864000000000000,340731,2023-01-30 18:15:18,2023-01-30 18:09:37,"2.9217911,101.6394218","2.9245613,101.6379994"
864000000000000,684271,2023-03-22 00:21:22,2023-03-22 00:09:58,"2.922035,101.6344253","2.9247277,101.6559694"
864000000000000,49915,2023-03-23 18:22:21,2023-03-23 18:21:31,"2.92024,101.6356919","2.9204424,101.6358025"
864000000000000,572034,2023-03-31 07:03:06,2023-03-31 06:53:34,"2.9182047,101.6573261","2.9090145,101.6627008"
864000000000000,452019,2023-01-23 19:54:53,2023-01-23 19:47:21,"2.9217341,101.6511539","2.9163498,101.6456653"
864000000000000,57689,2023-02-19 16:42:23,2023-02-19 16:41:25,"2.9236589,101.6617844","2.9236279,101.6617877"
864000000000000,714214,2023-02-02 18:38:26,2023-02-02 18:26:32,"2.9196218,101.6578225","2.9223843,101.6341253"
864000000000000,401219,2023-02-26 12:11:34,2023-02-26 12:04:53,"2.921722,101.650991","2.9135844,101.6552697"
863000000000000,461583,2023-02-04 02:44:30,2023-02-04 02:36:48,"2.9355088,101.6409772","2.9356393,101.6410371"
864000000000000,146539,2023-03-29 22:23:23,2023-03-29 22:20:57,"2.9202254,101.6363826","2.9236252,101.6356884"
864000000000000,208090,2023-03-18 20:15:45,2023-03-18 20:12:17,"2.9255355,101.6378945","2.9254269,101.6378666"
864000000000000,580692,2023-01-13 17:17:58,2023-01-13 17:08:18,"2.9219179,101.6343943","2.9355414,101.6410674"
863000000000000,1398799,2023-02-01 22:27:12,2023-02-01 22:03:54,"2.9356069,101.6410888","2.9356061,101.6410145"
864000000000000,399452,2023-02-06 02:10:24,2023-02-06 02:03:45,"2.9201952,101.6363306","2.9218451,101.6509992"
864000000000000,176695,2023-02-17 12:02:01,2023-02-17 11:59:04,"2.9209635,101.6557788","2.9136099,101.6551779"
864000000000000,539470,2023-03-01 17:47:46,2023-03-01 17:38:46,"2.9163567,101.6455695","2.9209545,101.655941"
864000000000000,298223,2023-04-06 22:26:32,2023-04-06 22:21:34,"2.9308573,101.6474473","2.9251045,101.6496043"
864000000000000,2141284,2023-02-01 13:38:44,2023-02-01 13:03:03,"2.9197309,101.6566085","2.9196928,101.6566687"
864000000000000,28803,2023-03-25 20:48:22,2023-03-25 20:47:54,"2.9231734,101.6339113","2.9232112,101.6338961"
863000000000000,1124510,2023-01-07 00:30:15,2023-01-07 00:11:30,"2.9356503,101.6410433","2.9356146,101.641066"
864000000000000,2103633,2023-02-28 15:47:46,2023-02-28 15:12:42,"2.9304225,101.6380526","2.9197075,101.6374235"
864000000000000,415264,2023-01-04 11:39:41,2023-01-04 11:32:45,"2.9218737,101.6510641","2.9186443,101.6458051"
864000000000000,1773201,2023-02-09 18:37:23,2023-02-09 18:07:50,"2.9355556,101.6410314","2.9355701,101.641027"
864000000000000,701338,2023-04-03 21:07:12,2023-04-03 20:55:31,"2.9233367,101.6379994","2.9216385,101.6565329"
864000000000000,559051,2023-03-06 22:51:37,2023-03-06 22:42:18,"2.9202624,101.6363586","2.9340354,101.6313286"
864000000000000,475527,2023-04-05 07:35:54,2023-04-05 07:27:59,"2.9286222,101.6548696","2.9356475,101.6410651"
864000000000000,298790,2023-04-05 18:25:59,2023-04-05 18:21:00,"2.9224778,101.641319","2.9231437,101.6341717"
864000000000000,710611,2023-01-18 09:32:19,2023-01-18 09:20:29,"2.9285786,101.6545037","2.9164278,101.6455755"
864000000000000,246891,2023-01-25 21:32:00,2023-01-25 21:27:54,"2.9254446,101.6375631","2.9225834,101.6404574"
864000000000000,438022,2023-03-01 19:39:56,2023-03-01 19:32:38,"2.9276719,101.66094","2.9255863,101.6616829"
863000000000000,2220672,2023-03-02 18:50:15,2023-03-02 18:13:14,"2.9356449,101.6410621","2.9356021,101.6410527"
864000000000000,562258,2023-01-01 15:31:17,2023-01-01 15:21:55,"2.9211308,101.6562411","2.917946,101.6465283"
864000000000000,209966,2023-01-30 15:21:41,2023-01-30 15:18:11,"2.9206656,101.6556343","2.913602,101.6552727"
864000000000000,297989,2023-02-20 17:08:15,2023-02-20 17:03:17,"2.9250734,101.6376344","2.9198881,101.636658"
864000000000000,241125,2023-04-01 21:05:47,2023-04-01 21:01:45,"2.9251056,101.6375136","2.9200637,101.6366074"
864000000000000,589514,2023-04-05 00:50:25,2023-04-05 00:40:36,"2.9304735,101.6380504","2.9235207,101.6340325"
864000000000000,60324,2023-03-01 19:41:56,2023-03-01 19:40:55,"2.9145502,101.6669042","2.9145456,101.6669389"
864000000000000,400438,2023-04-05 13:50:37,2023-04-05 13:43:57,"2.9254713,101.6378316","2.9218965,101.6511088"
864000000000000,371265,2023-02-11 12:54:43,2023-02-11 12:48:32,"2.9136242,101.6552197","2.9217488,101.6510258"
864000000000000,406202,2023-03-14 06:11:51,2023-03-14 06:05:05,"2.9213411,101.6559428","2.921328,101.651035"
864000000000000,57329,2023-03-20 19:06:39,2023-03-20 19:05:42,"2.9110873,101.639282","2.9113457,101.639563"
864000000000000,482683,2023-01-08 17:05:54,2023-01-08 16:57:51,"2.9132706,101.6552178","2.9217285,101.651211"
863000000000000,2068395,2023-02-19 01:42:48,2023-02-19 01:08:20,"2.9334106,101.6408442","2.935455,101.6410667"
864000000000000,436758,2023-01-19 20:04:13,2023-01-19 19:56:56,"2.9220296,101.6610723","2.9235548,101.6629014"
864000000000000,0,2023-03-31 14:18:49,2023-03-31 14:18:23,"2.9246613,101.6611598","-1.0,-1.0"
864000000000000,359665,2023-02-18 18:21:25,2023-02-18 18:15:25,"2.9271188,101.6331683","2.9212022,101.6372407"
864000000000000,317021,2023-01-14 22:51:04,2023-01-14 22:45:47,"2.9234695,101.6357112","2.9234355,101.635671"
864000000000000,548355,2023-01-31 16:57:49,2023-01-31 16:48:40,"2.9240647,101.6561362","2.9166266,101.6408938"
864000000000000,345927,2023-03-05 22:08:23,2023-03-05 22:02:37,"2.9234102,101.6615393","2.921695,101.6501561"
864000000000000,191966,2023-03-08 14:24:03,2023-03-08 14:20:51,"2.9197095,101.6567216","2.9148764,101.6575206"
864000000000000,439011,2023-04-03 14:16:41,2023-04-03 14:09:22,"2.914612,101.666903","2.9146431,101.666951"
864000000000000,251568,2023-04-04 18:00:02,2023-04-04 17:55:50,"2.9251088,101.6374217","2.9229417,101.6339369"
864000000000000,485005,2023-01-06 13:12:41,2023-01-06 13:04:36,"2.9215163,101.656485","2.9307123,101.6475566"
864000000000000,397828,2023-01-25 13:08:10,2023-01-25 13:01:32,"2.9333385,101.6309245","2.9305041,101.6380288"
863000000000000,5425205,2023-02-11 14:40:39,2023-02-11 13:10:14,"2.9352424,101.6406459","2.935204,101.6407047"
864000000000000,557392,2023-03-23 08:05:04,2023-03-23 07:55:47,"2.9164329,101.6458412","2.9286002,101.6545184"
864000000000000,453170,2023-01-31 19:24:18,2023-01-31 19:16:45,"2.9228065,101.639412","2.9215661,101.6570718"
864000000000000,775674,2023-01-20 13:18:05,2023-01-20 13:05:10,"2.9263918,101.6359684","2.9307385,101.6475681"
864000000000000,409996,2023-03-08 17:06:53,2023-03-08 17:00:03,"2.9146197,101.6670118","2.9256403,101.6615892"
864000000000000,604251,2023-04-07 22:07:04,2023-04-07 21:56:59,"2.9218649,101.6510027","2.9163111,101.6457006"
864000000000000,1237037,2023-01-02 05:08:38,2023-01-02 04:48:01,"2.9232315,101.6340864","2.9220632,101.6343215"
864000000000000,198430,2023-01-25 12:32:14,2023-01-25 12:28:55,"2.9250999,101.6374947","2.9304784,101.638025"
864000000000000,419346,2023-03-11 23:39:24,2023-03-11 23:32:24,"2.9162056,101.6505101","2.9213318,101.6557468"
864000000000000,38528,2023-02-12 00:47:38,2023-02-12 00:46:59,"2.9356871,101.6410122","2.935654,101.6410195"
864000000000000,279913,2023-01-06 11:17:14,2023-01-06 11:12:34,"2.9236125,101.6339835","2.9252403,101.637743"
864000000000000,2405121,2023-02-04 19:07:19,2023-02-04 18:27:14,"2.9355867,101.6410217","2.935585,101.64102"
864000000000000,817177,2023-02-12 00:48:41,2023-02-12 00:35:04,"2.9249765,101.6374171","2.9111472,101.6392438"
864000000000000,212278,2023-02-20 02:45:02,2023-02-20 02:41:30,"2.9245964,101.6375103","2.9234138,101.6356849"
864000000000000,545480,2023-03-21 09:29:03,2023-03-21 09:19:58,"2.9280331,101.6547034","2.9234593,101.6616982"
864000000000000,369016,2023-03-19 21:44:34,2023-03-19 21:38:25,"2.9218273,101.6510739","2.9253386,101.6377891"
864000000000000,539011,2023-01-11 06:31:32,2023-01-11 06:22:33,"2.9216261,101.6565235","2.9164504,101.6456077"
864000000000000,629899,2023-02-01 21:55:24,2023-02-01 21:44:54,"2.9181205,101.6493478","2.9285343,101.6548776"
863000000000000,1894306,2023-02-02 16:17:18,2023-02-02 15:45:43,"2.9356633,101.6410864","2.9355922,101.6410224"
864000000000000,724013,2023-02-05 09:12:32,2023-02-05 09:00:28,"2.9286715,101.6549174","2.9212017,101.6372454"
864000000000000,400763,2023-02-09 08:13:50,2023-02-09 08:07:09,"2.919929,101.6570174","2.9234898,101.6623635"
864000000000000,474706,2023-02-13 14:08:18,2023-02-13 14:00:23,"2.9249076,101.6550331","2.9251905,101.649645"
864000000000000,417135,2023-02-25 21:32:44,2023-02-25 21:25:47,"2.9110262,101.6391434","2.9202196,101.6363293"
864000000000000,191950,2023-02-25 10:05:58,2023-02-25 10:02:46,"2.9146474,101.6669104","2.9146336,101.6668904"
864000000000000,140427,2023-02-15 11:01:20,2023-02-15 10:59:00,"2.9185131,101.6568355","2.913819,101.6551663"
864000000000000,72490,2023-03-15 15:07:30,2023-03-15 15:06:17,"2.9232493,101.6340272","2.9231242,101.6341062"
864000000000000,398240,2023-03-20 08:54:38,2023-03-20 08:47:59,"2.9325803,101.6306818","2.9304552,101.6380127"
864000000000000,271079,2023-01-11 13:31:56,2023-01-11 13:27:25,"2.9191306,101.6548475","2.9253771,101.6512682"
863000000000000,435995,2023-03-27 19:26:56,2023-03-27 19:19:40,"2.93564,101.6411083","2.9356791,101.6411051"
864000000000000,526820,2023-01-22 14:40:44,2023-01-22 14:31:57,"2.9198755,101.6363098","2.9156223,101.6409252"
864000000000000,760885,2023-01-30 18:24:51,2023-01-30 18:12:10,"2.9145295,101.6669094","2.9235077,101.6617896"
864000000000000,407301,2023-02-06 15:28:22,2023-02-06 15:21:35,"2.9163487,101.6456864","2.922093,101.6512465"
863000000000000,544357,2023-03-26 11:34:12,2023-03-26 11:25:08,"2.9355967,101.6410767","2.9357127,101.6412936"
864000000000000,727965,2023-02-07 19:32:00,2023-02-07 19:19:52,"2.9140953,101.6665005","2.9254444,101.6514452"
864000000000000,947716,2023-01-01 18:55:29,2023-01-01 18:39:42,"2.9159999,101.6499083","2.9217558,101.6510153"
864000000000000,603799,2023-02-12 19:14:42,2023-02-12 19:04:38,"2.9091533,101.6628637","2.9209787,101.6586579"
864000000000000,843054,2023-02-26 22:24:58,2023-02-26 19:04:02,"2.9252318,101.6496698","2.9254919,101.6377434"
864000000000000,672408,2023-03-10 22:09:41,2023-03-10 21:58:29,"2.9232371,101.633994","2.9243367,101.6498861"
864000000000000,517041,2023-01-13 00:01:45,2023-01-12 23:53:08,"2.9162937,101.6456382","2.9250939,101.6374456"
864000000000000,303576,2023-02-07 21:42:30,2023-02-07 21:37:26,"2.9231408,101.6341736","2.9249966,101.6374663"
863000000000000,108247,2023-02-11 21:45:29,2023-02-11 21:43:41,"2.9348926,101.6405725","2.9352383,101.6406692"
864000000000000,50501,2023-03-23 08:56:14,2023-03-23 08:55:24,"2.9235833,101.6340146","2.9231638,101.6341479"
864000000000000,892518,2023-02-23 11:19:14,2023-02-23 11:04:22,"2.9159025,101.6409308","2.9191288,101.6361078"
864000000000000,557567,2023-02-24 00:14:30,2023-02-24 00:05:13,"2.9137536,101.6553938","2.9143056,101.6668455"
864000000000000,237684,2023-01-09 16:37:45,2023-01-09 16:33:48,"2.9196912,101.6568712","2.9138116,101.655381"
864000000000000,869423,2023-03-22 20:50:16,2023-03-22 20:35:46,"2.9136157,101.6552953","2.9184839,101.6417378"
864000000000000,36000,2023-01-25 17:52:08,2023-01-25 17:51:32,"2.9212363,101.6557075","2.9212583,101.6557272"
864000000000000,22573,2023-02-13 07:43:33,2023-02-13 07:43:11,"2.924872,101.6375914","2.9250735,101.6374837"
864000000000000,215575,2023-03-31 16:17:04,2023-03-31 16:13:29,"2.9218263,101.651055","2.9208254,101.6555143"
864000000000000,776517,2023-02-12 10:06:21,2023-02-12 09:53:24,"2.911009,101.6392286","2.9148363,101.6691102"
864000000000000,200356,2023-02-27 05:35:10,2023-02-27 05:31:50,"2.9231893,101.6341374","2.9250509,101.6375163"
864000000000000,2470985,2023-01-23 04:51:43,2023-01-23 04:10:32,"2.9212324,101.6556776","2.9210235,101.6558054"
864000000000000,647828,2023-03-17 09:20:16,2023-03-17 09:09:28,"2.9250342,101.6374787","2.9341357,101.6362961"
864000000000000,245594,2023-02-19 15:01:24,2023-02-19 14:57:18,"2.9256853,101.637921","2.9200208,101.6364648"
863000000000000,1537290,2023-02-26 16:03:27,2023-02-26 15:37:50,"2.9356522,101.6410531","2.9356318,101.6410792"
864000000000000,551846,2023-03-03 23:46:52,2023-03-03 23:37:40,"2.9155909,101.6490448","2.9091007,101.6627915"
864000000000000,843831,2023-03-24 22:49:31,2023-03-24 22:35:27,"2.9204026,101.6379492","2.913775,101.6552844"
864000000000000,1075084,2023-03-27 18:16:16,2023-03-27 17:58:21,"2.9235883,101.661764","2.9496069,101.6648821"
864000000000000,32209,2023-03-11 19:06:20,2023-03-11 19:05:48,"2.9233117,101.6356267","2.9230942,101.6356059"
863000000000000,169610,2023-01-12 17:31:41,2023-01-12 17:28:52,"2.9356867,101.6410731","2.9356857,101.64111"
864000000000000,301691,2023-04-06 17:16:34,2023-04-06 17:11:33,"2.9216925,101.6510542","2.9224248,101.6398691"
864000000000000,406376,2023-03-08 22:11:13,2023-03-08 22:04:26,"2.9197607,101.6567142","2.920795,101.6612597"
864000000000000,496721,2023-03-10 13:08:09,2023-03-10 12:59:52,"2.9242973,101.6553736","2.9307569,101.6475436"
864000000000000,495586,2023-03-14 15:56:43,2023-03-14 15:48:27,"2.9238261,101.6356599","2.9233423,101.6340176"
864000000000000,70076,2023-01-20 14:34:04,2023-01-20 14:32:54,"2.9322677,101.6478784","2.9308918,101.6475853"
864000000000000,571254,2023-01-23 16:26:24,2023-01-23 16:16:53,"2.9089292,101.6626337","2.9218033,101.6510481"
864000000000000,644849,2023-01-15 07:37:41,2023-01-15 07:26:56,"2.9250236,101.6375371","2.9221351,101.6346484"
864000000000000,645471,2023-03-08 13:00:45,2023-03-08 12:50:00,"2.9207673,101.637916","2.9336507,101.6312441"
864000000000000,6291796,2023-03-19 12:12:26,2023-03-19 10:27:34,"2.9235863,101.6617104","2.9236782,101.6617004"
864000000000000,599850,2023-02-18 21:06:18,2023-02-18 20:56:18,"2.9217237,101.6510847","2.9253862,101.6377748"
864000000000000,1053166,2023-03-17 23:35:06,2023-03-17 23:17:32,"2.9181466,101.6516891","2.9111851,101.6394577"
864000000000000,3306701,2023-01-26 11:58:51,2023-01-26 11:03:45,"2.9356096,101.6410362","2.9355905,101.6410448"
864000000000000,237862,2023-03-17 05:00:26,2023-03-17 04:56:28,"2.9234151,101.635596","2.9222195,101.6345178"
864000000000000,350670,2023-03-31 13:08:33,2023-03-31 13:02:43,"2.9283678,101.6546724","2.9182262,101.6489313"
864000000000000,799240,2023-02-20 16:45:10,2023-02-20 16:31:51,"2.9090534,101.6627748","2.9218292,101.6510655"
864000000000000,236562,2023-03-21 09:53:25,2023-03-21 09:49:28,"2.923263,101.6357275","2.9228672,101.6430007"
864000000000000,42872,2023-03-22 00:00:02,2023-03-21 23:59:19,"2.9223207,101.6342993","2.9220603,101.634359"
864000000000000,4210815,2023-04-02 18:33:17,2023-04-02 17:23:07,"2.9356118,101.6410598","2.9352989,101.640712"
864000000000000,404932,2023-03-28 17:10:12,2023-03-28 17:03:27,"2.9217259,101.651108","2.9197484,101.6567519"
863000000000000,547673,2023-01-13 20:33:13,2023-01-13 20:24:05,"2.9250335,101.6375381","2.9249871,101.6375783"
864000000000000,283693,2023-03-03 21:16:18,2023-03-03 21:11:35,"2.9180598,101.657595","2.9222078,101.6610362"
864000000000000,284364,2023-01-05 10:53:40,2023-01-05 10:48:56,"2.9231421,101.6338581","2.9228162,101.6417768"
867000000000000,29844,2023-03-07 19:56:47,2023-03-07 19:56:17,"2.9356164,101.6410924","2.935592,101.6410281"
864000000000000,451005,2023-03-18 19:36:53,2023-03-18 19:29:22,"2.9086467,101.6566917","2.9117158,101.6546835"
864000000000000,412011,2023-01-30 12:31:10,2023-01-30 12:24:18,"2.9216587,101.6560065","2.9255022,101.6376831"
863000000000000,1920776,2023-01-28 12:45:07,2023-01-28 12:13:06,"2.9361683,101.6417146","2.9358481,101.6413834"
864000000000000,304933,2023-02-14 21:22:37,2023-02-14 21:17:32,"2.9221983,101.6509479","2.9211989,101.6372843"
864000000000000,275036,2023-04-02 14:31:15,2023-04-02 14:26:40,"2.923487,101.6622895","2.914745,101.6575083"
864000000000000,599007,2023-01-12 00:33:06,2023-01-12 00:23:07,"2.9132858,101.65521","2.9133517,101.655337"
863000000000000,2679508,2023-03-11 18:27:51,2023-03-11 17:43:12,"2.9358022,101.6415062","2.9359494,101.6414377"
864000000000000,701203,2023-03-24 14:03:22,2023-03-24 13:51:40,"2.9240385,101.6553799","2.9160175,101.6405592"
864000000000000,269856,2023-02-22 22:21:26,2023-02-22 22:16:56,"2.9210748,101.655801","2.9182365,101.6490254"
864000000000000,52105,2023-04-02 02:22:44,2023-04-02 02:21:52,"2.9212233,101.6372783","2.921193,101.6373023"
864000000000000,497842,2023-02-15 14:59:25,2023-02-15 14:51:07,"2.9155612,101.6503638","2.9254493,101.637845"
863000000000000,2439193,2023-01-21 17:10:19,2023-01-21 16:29:39,"2.9408652,101.6308878","2.935474,101.6411166"
864000000000000,518361,2023-04-01 17:09:36,2023-04-01 17:00:58,"2.9339331,101.6312458","2.9200688,101.6365062"
864000000000000,477476,2023-01-14 14:14:47,2023-01-14 14:06:50,"2.9246095,101.6374316","2.9218415,101.6510043"
863000000000000,9024005,2023-01-18 14:58:23,2023-01-18 12:27:59,"2.935607,101.6410399","2.935709,101.64269"
863000000000000,3949782,2023-01-21 10:52:50,2023-01-21 09:47:00,"2.9356387,101.6410751","2.9356418,101.6410917"
864000000000000,552215,2023-01-21 17:44:21,2023-01-21 17:35:08,"2.9238329,101.6374551","2.9164356,101.645622"
864000000000000,0,1970-01-01 07:59:59,2023-03-16 03:28:28,"2.9133877,101.6551884","-1.0,-1.0"
864000000000000,289086,2023-03-09 09:16:23,2023-03-09 09:11:34,"2.9231753,101.6339862","2.9305346,101.637942"
864000000000000,180974,2023-03-20 18:54:32,2023-03-20 18:51:31,"2.9247871,101.6380639","2.9234185,101.6356889"
864000000000000,726140,2023-04-06 12:00:12,2023-04-06 11:48:06,"2.9285769,101.6542163","2.9211736,101.6372765"
864000000000000,409670,2023-01-23 17:56:27,2023-01-23 17:49:37,"2.9223907,101.6397903","2.921149,101.6557806"
864000000000000,431663,2023-03-24 21:04:07,2023-03-24 20:56:56,"2.9254982,101.6378356","2.9307422,101.6475543"
864000000000000,697397,2023-04-01 12:21:39,2023-04-01 12:10:02,"2.928529,101.6548726","2.9155765,101.650473"
864000000000000,1072001,2023-03-16 15:59:05,2023-03-16 15:41:13,"2.9305269,101.6379519","2.9230775,101.6339492"
864000000000000,32015,2023-01-03 08:52:43,2023-01-03 08:52:11,"2.9181882,101.6419129","2.9207606,101.6381687"
864000000000000,120000,2023-03-16 16:13:28,2023-03-16 16:11:28,"2.9147236,101.6669091","2.9235543,101.6617793"
864000000000000,504757,2023-03-04 13:54:25,2023-03-04 13:46:00,"2.9218201,101.6509746","2.9137044,101.6553931"
864000000000000,712285,2023-03-31 19:27:50,2023-03-31 19:15:58,"2.9136487,101.6552839","2.9236298,101.661689"
864000000000000,401872,2023-04-03 21:42:14,2023-04-03 21:35:32,"2.9229767,101.6427767","2.9250545,101.6374779"
864000000000000,326633,2023-01-31 15:01:36,2023-01-31 14:56:10,"2.9214007,101.6565216","2.923353,101.6603601"
864000000000000,6686969,2023-03-11 01:04:00,2023-03-10 23:12:33,"2.9146349,101.6669297","2.9146056,101.6669231"
864000000000000,572193,2023-03-27 22:53:28,2023-03-27 22:43:56,"2.9222333,101.6395529","2.9134694,101.6555917"
864000000000000,18113,2023-04-03 02:13:10,2023-04-03 02:12:51,"2.9135629,101.6552581","2.913559,101.6552471"
864000000000000,451107,2023-03-06 21:08:29,2023-03-06 21:00:58,"2.9135562,101.6553744","2.9178888,101.6489578"
864000000000000,132937,2023-01-04 22:27:20,2023-01-04 22:25:07,"2.9254463,101.6378541","2.9254464,101.6378558"
864000000000000,2944510,2023-01-27 01:14:16,2023-01-27 00:25:12,"2.9285627,101.6548849","2.9283658,101.6547917"
864000000000000,276882,2023-02-22 10:02:45,2023-02-22 09:58:08,"2.9217736,101.642256","2.911116,101.639188"
864000000000000,660776,2023-02-12 00:42:36,2023-02-12 00:31:35,"2.9353448,101.6407073","2.9356211,101.6410233"
863000000000000,644029,2023-01-14 22:44:28,2023-01-14 22:33:44,"2.935612,101.6410852","2.9356191,101.6410856"
864000000000000,4166789,2023-02-07 10:23:50,2023-02-07 09:14:23,"2.9284911,101.6538398","2.9285312,101.6548964"
864000000000000,2059735,2023-03-04 20:20:05,2023-03-04 19:45:45,"2.9163885,101.6455716","2.9163155,101.6456568"
864000000000000,186070,2023-03-18 12:05:04,2023-03-18 12:01:57,"2.9130088,101.6554125","2.9136525,101.6552605"
864000000000000,256660,2023-04-04 16:17:15,2023-04-04 16:12:58,"2.9229442,101.6427786","2.9201375,101.6364205"
864000000000000,401057,2023-02-13 12:00:56,2023-02-13 11:54:15,"2.9136007,101.6549239","2.9213842,101.6508603"
863000000000000,3721360,2023-03-06 11:35:27,2023-03-06 10:33:26,"2.9357817,101.6412209","2.9356294,101.6411239"
863000000000000,2229187,2023-02-06 23:02:58,2023-02-06 22:25:48,"2.9357044,101.6410231","2.935632,101.6409437"
864000000000000,17199,2023-01-24 00:43:33,2023-01-24 00:43:15,"2.9135961,101.6552452","2.9136213,101.6552687"
864000000000000,454465,2023-03-19 14:36:41,2023-03-19 14:29:07,"2.9133659,101.6553491","2.9253489,101.6616808"
863000000000000,1711869,2023-01-04 19:08:53,2023-01-04 18:40:21,"2.9356188,101.6411005","2.9359437,101.6421072"
864000000000000,661510,2023-03-24 00:43:12,2023-03-24 00:32:11,"2.9136558,101.6553638","2.9147904,101.6666926"
863000000000000,3709261,2023-02-19 18:12:55,2023-02-19 17:11:06,"2.935695,101.6411175","2.93569,101.641083"
864000000000000,31079,2023-03-06 05:35:19,2023-03-06 05:34:48,"2.9224411,101.6410586","2.9226414,101.640749"
864000000000000,400269,2023-03-26 22:02:53,2023-03-26 21:56:13,"2.9222503,101.6342864","2.9230017,101.6427767"
863000000000000,2503415,2023-02-04 20:55:04,2023-02-04 20:13:20,"2.9356357,101.6410522","2.9348801,101.6398302"
864000000000000,160033,2023-03-22 16:23:17,2023-03-22 16:20:37,"2.9304634,101.6380001","2.9249506,101.6371382"
864000000000000,829572,2023-01-04 12:43:36,2023-01-04 12:29:46,"2.9307512,101.6373724","2.9231103,101.633925"
864000000000000,308154,2023-03-07 12:33:28,2023-03-07 12:28:20,"2.9214802,101.6561233","2.9234385,101.660176"
864000000000000,1321782,2023-01-06 16:51:29,2023-01-06 16:29:28,"2.9356171,101.6410671","2.9355793,101.6410362"
864000000000000,105209,2023-03-19 05:25:02,2023-03-19 05:23:17,"2.9214971,101.6564452","2.9217114,101.6510627"
864000000000000,95329,2023-03-12 19:07:02,2023-03-12 19:05:26,"2.9206257,101.6611373","2.9208202,101.661271"
864000000000000,2229419,2023-02-05 19:34:52,2023-02-05 18:57:42,"2.9348547,101.6398392","2.9358865,101.6414528"
864000000000000,1076450,2023-04-04 20:52:00,2023-04-04 20:34:04,"2.9218739,101.6509771","2.9231401,101.6338812"
864000000000000,4251,2023-01-22 14:59:37,2023-01-22 14:59:33,"2.9158556,101.6509187","2.9157895,101.6508764"
863000000000000,542125,2023-03-05 07:59:57,2023-03-05 07:50:55,"2.9359123,101.641314","2.9360475,101.6413048"
863000000000000,2847800,2023-01-22 01:08:04,2023-01-22 00:20:37,"2.9356313,101.6410798","2.9346677,101.640981"
864000000000000,405619,2023-02-18 21:09:22,2023-02-18 21:02:36,"2.9162035,101.6505803","2.9137102,101.6554382"
864000000000000,512024,2023-03-10 19:32:56,2023-03-10 19:24:24,"2.9090423,101.6638205","2.9197158,101.6569348"
864000000000000,67553,2023-01-19 22:12:40,2023-01-19 22:11:33,"2.9202424,101.6364204","2.920422,101.6364891"
864000000000000,197963,2023-03-14 19:44:13,2023-03-14 19:40:55,"2.9155203,101.6500343","2.9164559,101.6457143"
864000000000000,1420606,2023-03-04 22:34:15,2023-03-04 22:10:35,"2.9207869,101.6379921","2.918621,101.6417477"
864000000000000,478132,2023-02-05 11:15:26,2023-02-05 11:07:28,"2.9211065,101.6373045","2.9336741,101.6399544"
864000000000000,753795,2023-03-24 14:18:33,2023-03-24 14:05:59,"2.9307273,101.6474825","2.9090515,101.6628056"
863000000000000,131937,2023-02-21 11:35:08,2023-02-21 11:32:56,"2.9186001,101.6520026","2.9185362,101.6519593"
864000000000000,251377,2023-02-13 00:13:06,2023-02-13 00:08:55,"2.9228877,101.6434789","2.9220538,101.6343371"
864000000000000,333931,2023-03-25 16:44:29,2023-03-25 16:38:55,"2.921789,101.651151","2.9136149,101.6551872"
864000000000000,341962,2023-03-01 09:18:31,2023-03-01 09:12:49,"2.9223583,101.6397904","2.922346,101.6397957"
864000000000000,128685,2023-03-07 16:58:58,2023-03-07 16:56:49,"2.9181253,101.6576006","2.9136041,101.6553146"
863000000000000,3551993,2023-02-04 13:09:00,2023-02-04 12:09:48,"2.9355567,101.6409433","2.9354704,101.6411482"
864000000000000,526784,2023-01-31 09:09:55,2023-01-31 09:01:08,"2.9250979,101.637596","2.9266121,101.6512652"
864000000000000,563457,2023-01-25 19:09:42,2023-01-25 19:00:18,"2.9242091,101.6549063","2.9166001,101.64091"
864000000000000,204819,2023-02-16 09:18:06,2023-02-16 09:14:41,"2.9184923,101.6410456","2.91124,101.6390841"
864000000000000,870779,2023-01-29 13:07:53,2023-01-29 12:53:22,"2.9208997,101.6609903","2.9207626,101.6612906"
863000000000000,2038166,2023-03-16 20:11:28,2023-03-16 19:37:29,"2.935647,101.6410817","2.934696,101.6407822"
863000000000000,85837,2023-01-09 22:06:57,2023-01-09 22:05:31,"2.9356445,101.6410852","2.9355917,101.6411731"
863000000000000,3691055,2023-02-21 18:42:48,2023-02-21 17:41:17,"2.9356167,101.6410726","2.9355751,101.6410627"
864000000000000,406885,2023-03-18 11:56:23,2023-03-18 11:49:36,"2.9256541,101.6367827","2.9219023,101.6511265"
864000000000000,380602,2023-01-30 20:19:29,2023-01-30 20:13:09,"2.913781,101.6553524","2.9137136,101.6553724"
864000000000000,341267,2023-01-17 16:35:08,2023-01-17 16:29:27,"2.9218223,101.6510179","2.9285534,101.654953"
864000000000000,182707,2023-02-04 19:09:03,2023-02-04 19:06:01,"2.9356288,101.6410521","2.9356254,101.6410303"
864000000000000,719113,2023-01-18 00:08:17,2023-01-17 23:56:18,"2.9251029,101.637499","2.9189317,101.6482"
864000000000000,607927,2023-01-03 21:01:52,2023-01-03 20:51:44,"2.9211981,101.6580088","2.9248906,101.6374485"
